name,profile_url,email,source_url
J. Travis Laster,https://www.law.columbia.edu/faculty/j-t-laster,,https://www.law.columbia.edu/faculty/j-t-laster
Tolu Lawal,https://www.law.columbia.edu/faculty/tolu-lawal,,https://www.law.columbia.edu/faculty/tolu-lawal
Benjamin Lawsky,https://www.law.columbia.edu/faculty/benjamin-lawsky,,https://www.law.columbia.edu/faculty/benjamin-lawsky
Mark Lebovitch,https://www.law.columbia.edu/faculty/mark-lebovitch,,https://www.law.columbia.edu/faculty/mark-lebovitch
Gerald Lebovits,https://www.law.columbia.edu/faculty/gerald-lebovits,,https://www.law.columbia.edu/faculty/gerald-lebovits
Henry Lebowitz,https://www.law.columbia.edu/faculty/henry-lebowitz,,https://www.law.columbia.edu/faculty/henry-lebowitz
Brian Lee,https://www.law.columbia.edu/faculty/brian-lee,,https://www.law.columbia.edu/faculty/brian-lee
Thomas Lee,https://www.law.columbia.edu/faculty/thomas-lee,,https://www.law.columbia.edu/faculty/thomas-lee
Young Lee,https://www.law.columbia.edu/faculty/young-lee,,https://www.law.columbia.edu/faculty/young-lee
Youngjae Lee,https://www.law.columbia.edu/faculty/youngjae-lee,,https://www.law.columbia.edu/faculty/youngjae-lee
Jay Lefkowitz,https://www.law.columbia.edu/faculty/jay-lefkowitz,,https://www.law.columbia.edu/faculty/jay-lefkowitz
Peter H. Lehner,https://www.law.columbia.edu/faculty/peter-h-lehner,,https://www.law.columbia.edu/faculty/peter-h-lehner
Dorchen A. Leidholdt,https://www.law.columbia.edu/faculty/dorchen-leidholdt,,https://www.law.columbia.edu/faculty/dorchen-leidholdt
Jared Lenow,https://www.law.columbia.edu/faculty/jared-lenow,,https://www.law.columbia.edu/faculty/jared-lenow
Gillian Lester,https://www.law.columbia.edu/faculty/gillian-lester,,https://www.law.columbia.edu/faculty/gillian-lester
Andrew Levander,https://www.law.columbia.edu/faculty/andrew-levander,,https://www.law.columbia.edu/faculty/andrew-levander
Marsha Levick,https://www.law.columbia.edu/faculty/marsha-levick,,https://www.law.columbia.edu/faculty/marsha-levick
Jane Levine,https://www.law.columbia.edu/faculty/jane-levine,,https://www.law.columbia.edu/faculty/jane-levine
Jenna Levine,https://www.law.columbia.edu/faculty/jenna-levine,,https://www.law.columbia.edu/faculty/jenna-levine
Joshua Levine,https://www.law.columbia.edu/faculty/joshua-levine,,https://www.law.columbia.edu/faculty/joshua-levine
Samuel Levine,https://www.law.columbia.edu/faculty/samuel-levine,,https://www.law.columbia.edu/faculty/samuel-levine
Sylvie Levine,https://www.law.columbia.edu/faculty/sylvie-levine,,https://www.law.columbia.edu/faculty/sylvie-levine
Saul Levmore,https://www.law.columbia.edu/faculty/saul-levmore,,https://www.law.columbia.edu/faculty/saul-levmore
Nicholas Levy,https://www.law.columbia.edu/faculty/nicholas-levy,,https://www.law.columbia.edu/faculty/nicholas-levy
Robert Levy,https://www.law.columbia.edu/faculty/robert-levy,,https://www.law.columbia.edu/faculty/robert-levy
Tashi Lhewa,https://www.law.columbia.edu/faculty/tashi-lhewa,,https://www.law.columbia.edu/faculty/tashi-lhewa
Christine LiCalzi,https://www.law.columbia.edu/faculty/christine-licalzi,,https://www.law.columbia.edu/faculty/christine-licalzi
Benjamin L. Liebman,https://www.law.columbia.edu/faculty/benjamin-l-liebman,,https://www.law.columbia.edu/faculty/benjamin-l-liebman
Carol B. Liebman,https://www.law.columbia.edu/faculty/carol-b-liebman,,https://www.law.columbia.edu/faculty/carol-b-liebman
James S. Liebman,https://www.law.columbia.edu/faculty/james-s-liebman,,https://www.law.columbia.edu/faculty/james-s-liebman
Lance Liebman,https://www.law.columbia.edu/faculty/lance-liebman,,https://www.law.columbia.edu/faculty/lance-liebman
Allon Lifshitz,https://www.law.columbia.edu/faculty/allon-lifshitz,,https://www.law.columbia.edu/faculty/allon-lifshitz
Lewis Liman,https://www.law.columbia.edu/faculty/lewis-liman,,https://www.law.columbia.edu/faculty/lewis-liman
Jeremy Liss,https://www.law.columbia.edu/faculty/jeremy-liss,,https://www.law.columbia.edu/faculty/jeremy-liss
Daniel Listwa,https://www.law.columbia.edu/faculty/daniel-listwa,,https://www.law.columbia.edu/faculty/daniel-listwa
Dongxia Liu,https://www.law.columbia.edu/faculty/dongxia-liu,,https://www.law.columbia.edu/faculty/dongxia-liu
Goodwin Liu,https://www.law.columbia.edu/faculty/goodwin-liu,,https://www.law.columbia.edu/faculty/goodwin-liu
Debra A. Livingston,https://www.law.columbia.edu/faculty/debra-livingston,,https://www.law.columbia.edu/faculty/debra-livingston
Edward Lloyd,https://www.law.columbia.edu/faculty/edward-lloyd-0,,https://www.law.columbia.edu/faculty/edward-lloyd-0
Philippa Loengard,https://www.law.columbia.edu/faculty/philippa-loengard,,https://www.law.columbia.edu/faculty/philippa-loengard
Clarisa Long,https://www.law.columbia.edu/faculty/clarisa-long,,https://www.law.columbia.edu/faculty/clarisa-long
Michael Love,https://www.law.columbia.edu/faculty/michael-love,,https://www.law.columbia.edu/faculty/michael-love
Abbe D. Lowell,https://www.law.columbia.edu/faculty/abbe-d-lowell,,https://www.law.columbia.edu/faculty/abbe-d-lowell
Louis Lowenstein,https://www.law.columbia.edu/faculty/louis-lowenstein,,https://www.law.columbia.edu/faculty/louis-lowenstein
Mitchell Lowenthal,https://www.law.columbia.edu/faculty/mitchell-lowenthal,,https://www.law.columbia.edu/faculty/mitchell-lowenthal
Joel Lozeman,https://www.law.columbia.edu/faculty/joel-lozeman,,https://www.law.columbia.edu/faculty/joel-lozeman
Asaf Lubin,https://www.law.columbia.edu/faculty/asaf-lubin,,https://www.law.columbia.edu/faculty/asaf-lubin
Dorothy S. Lund,https://www.law.columbia.edu/faculty/dorothy-s-lund,,https://www.law.columbia.edu/faculty/dorothy-s-lund
Oren Lund,https://www.law.columbia.edu/faculty/oren-lund,,https://www.law.columbia.edu/faculty/oren-lund
Gerard E. Lynch,https://www.law.columbia.edu/faculty/gerard-e-lynch,,https://www.law.columbia.edu/faculty/gerard-e-lynch
Jenny Ma,https://www.law.columbia.edu/faculty/jenny-ma,,https://www.law.columbia.edu/faculty/jenny-ma
Shangyu Ma,https://www.law.columbia.edu/faculty/shangyu-ma,,https://www.law.columbia.edu/faculty/shangyu-ma
Stone MacBeth,https://www.law.columbia.edu/faculty/stone-macbeth,,https://www.law.columbia.edu/faculty/stone-macbeth
James Macleod,https://www.law.columbia.edu/faculty/james-macleod,,https://www.law.columbia.edu/faculty/james-macleod
Fred Magaziner,https://www.law.columbia.edu/faculty/fred-magaziner,,https://www.law.columbia.edu/faculty/fred-magaziner
Mark Maher,https://www.law.columbia.edu/faculty/mark-maher,,https://www.law.columbia.edu/faculty/mark-maher
Neel Maitra,https://www.law.columbia.edu/faculty/neel-maitra,,https://www.law.columbia.edu/faculty/neel-maitra
Gary Mandel,https://www.law.columbia.edu/faculty/gary-mandel,,https://www.law.columbia.edu/faculty/gary-mandel
Lauren Mandell,https://www.law.columbia.edu/faculty/lauren-mandell,,https://www.law.columbia.edu/faculty/lauren-mandell
Ronald Mann,https://www.law.columbia.edu/faculty/ronald-mann,,https://www.law.columbia.edu/faculty/ronald-mann
Ian H. Marcus Amelkin,https://www.law.columbia.edu/faculty/ian-h-marcus-amelkin,,https://www.law.columbia.edu/faculty/ian-h-marcus-amelkin
Ari Markenson,https://www.law.columbia.edu/faculty/ari-markenson,,https://www.law.columbia.edu/faculty/ari-markenson
Florencia Marotta-Wurgler,https://www.law.columbia.edu/faculty/florencia-marotta-wurgler,,https://www.law.columbia.edu/faculty/florencia-marotta-wurgler
David Marriott,https://www.law.columbia.edu/faculty/david-marriott,,https://www.law.columbia.edu/faculty/david-marriott
Patricio Martinez-Llompart,https://www.law.columbia.edu/faculty/patricio-martinez-llompart,,https://www.law.columbia.edu/faculty/patricio-martinez-llompart
Tatiana Martins,https://www.law.columbia.edu/faculty/tatiana-martins,,https://www.law.columbia.edu/faculty/tatiana-martins
Viren Mascarenhas,https://www.law.columbia.edu/faculty/viren-mascarenhas,,https://www.law.columbia.edu/faculty/viren-mascarenhas
Kathleen Massey,https://www.law.columbia.edu/faculty/kathleen-massey,,https://www.law.columbia.edu/faculty/kathleen-massey
Kiyo Matsumoto,https://www.law.columbia.edu/faculty/kiyo-matsumoto,,https://www.law.columbia.edu/faculty/kiyo-matsumoto
Natalie Maust,https://www.law.columbia.edu/faculty/natalie-maust,,https://www.law.columbia.edu/faculty/natalie-maust
Petros C. Mavroidis,https://www.law.columbia.edu/faculty/petros-c-mavroidis,,https://www.law.columbia.edu/faculty/petros-c-mavroidis
Amy L. McCamphill,https://www.law.columbia.edu/faculty/amy-l-mccamphill,,https://www.law.columbia.edu/faculty/amy-l-mccamphill
Justin McCrary,https://www.law.columbia.edu/faculty/justin-mccrary,,https://www.law.columbia.edu/faculty/justin-mccrary
Amy McFarlane,https://www.law.columbia.edu/faculty/amy-mcfarlane,,https://www.law.columbia.edu/faculty/amy-mcfarlane
Michael Charles McGinnis,https://www.law.columbia.edu/faculty/michael-c-mcginnis,,https://www.law.columbia.edu/faculty/michael-c-mcginnis
Caitlin McGrail,https://www.law.columbia.edu/faculty/caitlin-mcgrail,,https://www.law.columbia.edu/faculty/caitlin-mcgrail
James McHugh,https://www.law.columbia.edu/faculty/james-mchugh,,https://www.law.columbia.edu/faculty/james-mchugh
Lindsay McKenzie,https://www.law.columbia.edu/faculty/lindsay-mckenzie,,https://www.law.columbia.edu/faculty/lindsay-mckenzie
Ryan McLeod,https://www.law.columbia.edu/faculty/ryan-mcleod,,https://www.law.columbia.edu/faculty/ryan-mcleod
Michael McMillen,https://www.law.columbia.edu/faculty/michael-mcmillen,,https://www.law.columbia.edu/faculty/michael-mcmillen
Jonathan Mechanic,https://www.law.columbia.edu/faculty/jonathan-mechanic,,https://www.law.columbia.edu/faculty/jonathan-mechanic
Lev Menand,https://www.law.columbia.edu/faculty/lev-menand,,https://www.law.columbia.edu/faculty/lev-menand
Danielle Menitove,https://www.law.columbia.edu/faculty/danielle-menitove,,https://www.law.columbia.edu/faculty/danielle-menitove
Thomas W. Merrill,https://www.law.columbia.edu/faculty/thomas-w-merrill,,https://www.law.columbia.edu/faculty/thomas-w-merrill
Nicole Mesard,https://www.law.columbia.edu/faculty/nicole-mesard,,https://www.law.columbia.edu/faculty/nicole-mesard
Andrew Metcalf,https://www.law.columbia.edu/faculty/andrew-metcalf,,https://www.law.columbia.edu/faculty/andrew-metcalf
Gillian Metzger,https://www.law.columbia.edu/faculty/gillian-metzger,,https://www.law.columbia.edu/faculty/gillian-metzger
Janis Meyer,https://www.law.columbia.edu/faculty/janis-meyer,,https://www.law.columbia.edu/faculty/janis-meyer
Joel Michaels,https://www.law.columbia.edu/faculty/joel-michaels,,https://www.law.columbia.edu/faculty/joel-michaels
Jill L. Miller,https://www.law.columbia.edu/faculty/jill-l-miller,,https://www.law.columbia.edu/faculty/jill-l-miller
Madalyn Miller,https://www.law.columbia.edu/faculty/madalyn-miller,,https://www.law.columbia.edu/faculty/madalyn-miller
Kevin Timothy Minofu,https://www.law.columbia.edu/faculty/kevin-t-minofu,,https://www.law.columbia.edu/faculty/kevin-t-minofu
Paul Mishkin,https://www.law.columbia.edu/faculty/paul-mishkin,,https://www.law.columbia.edu/faculty/paul-mishkin
Joshua Mitts,https://www.law.columbia.edu/faculty/joshua-mitts,,https://www.law.columbia.edu/faculty/joshua-mitts
Eben Moglen,https://www.law.columbia.edu/faculty/eben-moglen,,https://www.law.columbia.edu/faculty/eben-moglen
Tiffany Moller,https://www.law.columbia.edu/faculty/tiffany-moller,,https://www.law.columbia.edu/faculty/tiffany-moller
Nicole Molner,https://www.law.columbia.edu/faculty/nicole-molner,,https://www.law.columbia.edu/faculty/nicole-molner
Rahim Moloo,https://www.law.columbia.edu/faculty/rahim-moloo,,https://www.law.columbia.edu/faculty/rahim-moloo
Henry  P. Monaghan,https://www.law.columbia.edu/faculty/henry-p-monaghan,,https://www.law.columbia.edu/faculty/henry-p-monaghan
Mauricio Moreira Mendonca de Menezes,https://www.law.columbia.edu/faculty/mauricio-moreira-mendonca-de-menezes,,https://www.law.columbia.edu/faculty/mauricio-moreira-mendonca-de-menezes
Ramona Morel,https://www.law.columbia.edu/faculty/ramona-morel,,https://www.law.columbia.edu/faculty/ramona-morel
Erin Morgan,https://www.law.columbia.edu/faculty/erin-morgan,,https://www.law.columbia.edu/faculty/erin-morgan
Michelle Moriarty,https://www.law.columbia.edu/faculty/michelle-moriarty,,https://www.law.columbia.edu/faculty/michelle-moriarty
Matthew Morreale,https://www.law.columbia.edu/faculty/matthew-morreale,,https://www.law.columbia.edu/faculty/matthew-morreale
Edward R. Morrison,https://www.law.columbia.edu/faculty/edward-r-morrison,,https://www.law.columbia.edu/faculty/edward-r-morrison
Elora Mukherjee,https://www.law.columbia.edu/faculty/elora-mukherjee,,https://www.law.columbia.edu/faculty/elora-mukherjee
Arthur Murphy,https://www.law.columbia.edu/faculty/arthur-murphy,,https://www.law.columbia.edu/faculty/arthur-murphy
Kerrel Murray,https://www.law.columbia.edu/faculty/kerrel-murray,,https://www.law.columbia.edu/faculty/kerrel-murray
Minor Myers,https://www.law.columbia.edu/faculty/minor-myers,,https://www.law.columbia.edu/faculty/minor-myers
David Nachman,https://www.law.columbia.edu/faculty/david-nachman,,https://www.law.columbia.edu/faculty/david-nachman
Daniel Nadel,https://www.law.columbia.edu/faculty/daniel-nadel,,https://www.law.columbia.edu/faculty/daniel-nadel
Gary Naftalis,https://www.law.columbia.edu/faculty/gary-naftalis,,https://www.law.columbia.edu/faculty/gary-naftalis
Subha Narasimhan,https://www.law.columbia.edu/faculty/subha-narasimhan,,https://www.law.columbia.edu/faculty/subha-narasimhan
Mariana Newman,https://www.law.columbia.edu/faculty/mariana-newman,,https://www.law.columbia.edu/faculty/mariana-newman
Mark Nielsen,https://www.law.columbia.edu/faculty/mark-nielsen,,https://www.law.columbia.edu/faculty/mark-nielsen
Ilan Nissan,https://www.law.columbia.edu/faculty/ilan-nissan,,https://www.law.columbia.edu/faculty/ilan-nissan
Julie North,https://www.law.columbia.edu/faculty/julie-north,,https://www.law.columbia.edu/faculty/julie-north
Trevor Norwitz,https://www.law.columbia.edu/faculty/trevor-norwitz,,https://www.law.columbia.edu/faculty/trevor-norwitz
Clio Nudel Radomysler,https://www.law.columbia.edu/faculty/clio-nudel-radomysler,,https://www.law.columbia.edu/faculty/clio-nudel-radomysler
Daphne O'Connor,https://www.law.columbia.edu/faculty/daphne-oconnor,,https://www.law.columbia.edu/faculty/daphne-oconnor
Delphine O'Rourke,https://www.law.columbia.edu/faculty/delphine-orourke,,https://www.law.columbia.edu/faculty/delphine-orourke
John Oberdiek,https://www.law.columbia.edu/faculty/john-oberdiek,,https://www.law.columbia.edu/faculty/john-oberdiek
Leeor Ofer,https://www.law.columbia.edu/faculty/leeor-ofer,,https://www.law.columbia.edu/faculty/leeor-ofer
William Ohlemeyer,https://www.law.columbia.edu/faculty/william-ohlemeyer,,https://www.law.columbia.edu/faculty/william-ohlemeyer
Victor Olds,https://www.law.columbia.edu/faculty/victor-olds,,https://www.law.columbia.edu/faculty/victor-olds
Beatrice Onofrj,https://www.law.columbia.edu/faculty/beatrice-onofrj,,https://www.law.columbia.edu/faculty/beatrice-onofrj
Paul Oosterhuis,https://www.law.columbia.edu/faculty/paul-oosterhuis,,https://www.law.columbia.edu/faculty/paul-oosterhuis
Eric W Orts,https://www.law.columbia.edu/faculty/eric-w-orts,,https://www.law.columbia.edu/faculty/eric-w-orts
Ashira Pelman Ostrow,https://www.law.columbia.edu/faculty/ashira-p-ostrow,,https://www.law.columbia.edu/faculty/ashira-p-ostrow
Lisa Ouellette,https://www.law.columbia.edu/faculty/lisa-ouellette,,https://www.law.columbia.edu/faculty/lisa-ouellette
Stratos Pahis,https://www.law.columbia.edu/faculty/stratos-pahis,,https://www.law.columbia.edu/faculty/stratos-pahis
John Palmer,https://www.law.columbia.edu/faculty/john-palmer,,https://www.law.columbia.edu/faculty/john-palmer
Eric Pan,https://www.law.columbia.edu/faculty/eric-pan,,https://www.law.columbia.edu/faculty/eric-pan
Shidong Pan,https://www.law.columbia.edu/faculty/shidong-pan,,https://www.law.columbia.edu/faculty/shidong-pan
Yu Pan,https://www.law.columbia.edu/faculty/yu-pan,,https://www.law.columbia.edu/faculty/yu-pan
Camille Pannu,https://www.law.columbia.edu/faculty/camille-pannu,,https://www.law.columbia.edu/faculty/camille-pannu
Lynnise Pantin,https://www.law.columbia.edu/faculty/lynnise-pantin,,https://www.law.columbia.edu/faculty/lynnise-pantin
Michel Paradis,https://www.law.columbia.edu/faculty/michel-paradis,,https://www.law.columbia.edu/faculty/michel-paradis
Amy Pardee,https://www.law.columbia.edu/faculty/amy-pardee,,https://www.law.columbia.edu/faculty/amy-pardee
Michael Park,https://www.law.columbia.edu/faculty/michael-park,,https://www.law.columbia.edu/faculty/michael-park
Yejoo Park,https://www.law.columbia.edu/faculty/yejoo-park,,https://www.law.columbia.edu/faculty/yejoo-park
Hillel Parness,https://www.law.columbia.edu/faculty/hillel-parness,,https://www.law.columbia.edu/faculty/hillel-parness
Rene Paula,https://www.law.columbia.edu/faculty/rene-paula,,https://www.law.columbia.edu/faculty/rene-paula
Susan Paulson,https://www.law.columbia.edu/faculty/susan-paulson,,https://www.law.columbia.edu/faculty/susan-paulson
Madhuri Pavamani,https://www.law.columbia.edu/faculty/madhuri-pavamani,,https://www.law.columbia.edu/faculty/madhuri-pavamani
Shawn Pelsinger,https://www.law.columbia.edu/faculty/shawn-pelsinger,,https://www.law.columbia.edu/faculty/shawn-pelsinger
Myrna Perez,https://www.law.columbia.edu/faculty/myrna-perez,,https://www.law.columbia.edu/faculty/myrna-perez
Brence Pernell,https://www.law.columbia.edu/faculty/brence-pernell,,https://www.law.columbia.edu/faculty/brence-pernell
Alena M Perszyk,https://www.law.columbia.edu/faculty/alena-m-perszyk,,https://www.law.columbia.edu/faculty/alena-m-perszyk
Julie Stone Peters,https://www.law.columbia.edu/faculty/julie-s-peters,,https://www.law.columbia.edu/faculty/julie-s-peters
Jill Pilgrim,https://www.law.columbia.edu/faculty/jill-pilgrim,,https://www.law.columbia.edu/faculty/jill-pilgrim
David Pinsky,https://www.law.columbia.edu/faculty/david-pinsky,,https://www.law.columbia.edu/faculty/david-pinsky
Katharina Pistor,https://www.law.columbia.edu/faculty/katharina-pistor,,https://www.law.columbia.edu/faculty/katharina-pistor
David C. Pitluck,https://www.law.columbia.edu/faculty/david-c-pitluck,,https://www.law.columbia.edu/faculty/david-c-pitluck
David Pitofsky,https://www.law.columbia.edu/faculty/david-pitofsky,,https://www.law.columbia.edu/faculty/david-pitofsky
Christina D. Ponsa-Kraus,https://www.law.columbia.edu/faculty/christina-d-ponsa-kraus,,https://www.law.columbia.edu/faculty/christina-d-ponsa-kraus
David Pozen,https://www.law.columbia.edu/faculty/david-pozen,,https://www.law.columbia.edu/faculty/david-pozen
Archana Prakash,https://www.law.columbia.edu/faculty/archana-prakash,,https://www.law.columbia.edu/faculty/archana-prakash
Mitchell S. Presser,https://www.law.columbia.edu/faculty/mitchell-s-presser,,https://www.law.columbia.edu/faculty/mitchell-s-presser
Elizabeth Prewitt,https://www.law.columbia.edu/faculty/elizabeth-prewitt,,https://www.law.columbia.edu/faculty/elizabeth-prewitt
Omar Pringle,https://www.law.columbia.edu/faculty/omar-pringle,,https://www.law.columbia.edu/faculty/omar-pringle
Emily Prokesch,https://www.law.columbia.edu/faculty/emily-prokesch,,https://www.law.columbia.edu/faculty/emily-prokesch
Steven Rabinowitz,https://www.law.columbia.edu/faculty/steven-rabinowitz,,https://www.law.columbia.edu/faculty/steven-rabinowitz
Paul Radvany,https://www.law.columbia.edu/faculty/paul-radvany,,https://www.law.columbia.edu/faculty/paul-radvany
Lise Rahdert,https://www.law.columbia.edu/faculty/lise-rahdert,,https://www.law.columbia.edu/faculty/lise-rahdert
Jed Rakoff,https://www.law.columbia.edu/faculty/jed-rakoff,,https://www.law.columbia.edu/faculty/jed-rakoff
Kumar Rao,https://www.law.columbia.edu/faculty/kumar-rao,,https://www.law.columbia.edu/faculty/kumar-rao
Andrzej Rapaczynski,https://www.law.columbia.edu/faculty/andrzej-rapaczynski,,https://www.law.columbia.edu/faculty/andrzej-rapaczynski
John Rapisardi,https://www.law.columbia.edu/faculty/john-rapisardi,,https://www.law.columbia.edu/faculty/john-rapisardi
Alex Raskolnikov,https://www.law.columbia.edu/faculty/alex-raskolnikov,,https://www.law.columbia.edu/faculty/alex-raskolnikov
Gabriel Rauterberg,https://www.law.columbia.edu/faculty/gabriel-rauterberg,,https://www.law.columbia.edu/faculty/gabriel-rauterberg
Joseph Raz,https://www.law.columbia.edu/faculty/joseph-raz,,https://www.law.columbia.edu/faculty/joseph-raz
Kate Redburn,https://www.law.columbia.edu/faculty/kate-redburn,,https://www.law.columbia.edu/faculty/kate-redburn
Timothy Reif,https://www.law.columbia.edu/faculty/timothy-reif,,https://www.law.columbia.edu/faculty/timothy-reif
Jayne Ressler,https://www.law.columbia.edu/faculty/jayne-ressler,,https://www.law.columbia.edu/faculty/jayne-ressler
Randye Retkin,https://www.law.columbia.edu/faculty/randye-retkin,,https://www.law.columbia.edu/faculty/randye-retkin
Daniel Richman,https://www.law.columbia.edu/faculty/daniel-richman,,https://www.law.columbia.edu/faculty/daniel-richman
Seann Riley,https://www.law.columbia.edu/faculty/seann-riley,,https://www.law.columbia.edu/faculty/seann-riley
Ken Rivlin,https://www.law.columbia.edu/faculty/ken-rivlin,,https://www.law.columbia.edu/faculty/ken-rivlin
Jennifer Rodgers,https://www.law.columbia.edu/faculty/jennifer-rodgers,,https://www.law.columbia.edu/faculty/jennifer-rodgers
Alejo Rodriguez,https://www.law.columbia.edu/faculty/alejo-rodriguez,,https://www.law.columbia.edu/faculty/alejo-rodriguez
Jeong-Ho Roh,https://www.law.columbia.edu/faculty/jeong-ho-roh,,https://www.law.columbia.edu/faculty/jeong-ho-roh
Daniella Rohr,https://www.law.columbia.edu/faculty/daniella-rohr,,https://www.law.columbia.edu/faculty/daniella-rohr
Cristina (Tina) Romero,https://www.law.columbia.edu/faculty/cristina-romero,,https://www.law.columbia.edu/faculty/cristina-romero
Gabor Rona,https://www.law.columbia.edu/faculty/gabor-rona,,https://www.law.columbia.edu/faculty/gabor-rona
Kathy Rose,https://www.law.columbia.edu/faculty/kathy-rose,,https://www.law.columbia.edu/faculty/kathy-rose
Richard A. Rosen,https://www.law.columbia.edu/faculty/richard-rosen,,https://www.law.columbia.edu/faculty/richard-rosen
Michal Rosenn,https://www.law.columbia.edu/faculty/michal-rosenn,,https://www.law.columbia.edu/faculty/michal-rosenn
Menachem Rosensaft,https://www.law.columbia.edu/faculty/menachem-rosensaft,,https://www.law.columbia.edu/faculty/menachem-rosensaft
Albert Rosenthal,https://www.law.columbia.edu/faculty/albert-rosenthal,,https://www.law.columbia.edu/faculty/albert-rosenthal
Eric M. Rosof,https://www.law.columbia.edu/faculty/eric-m-rosof,,https://www.law.columbia.edu/faculty/eric-m-rosof
David Ross,https://www.law.columbia.edu/faculty/david-ross,,https://www.law.columbia.edu/faculty/david-ross
Kathleen Rubenstein,https://www.law.columbia.edu/faculty/kathleen-rubenstein,,https://www.law.columbia.edu/faculty/kathleen-rubenstein
Kim Rubenstein,https://www.law.columbia.edu/faculty/kim-rubenstein,,https://www.law.columbia.edu/faculty/kim-rubenstein
Scott Ruskay-Kidd,https://www.law.columbia.edu/faculty/scott-ruskay-kidd,,https://www.law.columbia.edu/faculty/scott-ruskay-kidd
Charles F. Sabel,https://www.law.columbia.edu/faculty/charles-f-sabel,,https://www.law.columbia.edu/faculty/charles-f-sabel
Silke Sahl,https://www.law.columbia.edu/faculty/silke-sahl,,https://www.law.columbia.edu/faculty/silke-sahl
Benjamin Salas Kantor,https://www.law.columbia.edu/faculty/benjamin-salas-kantor,,https://www.law.columbia.edu/faculty/benjamin-salas-kantor
Lois Saldana,https://www.law.columbia.edu/faculty/lois-saldana,,https://www.law.columbia.edu/faculty/lois-saldana
Oguzhan Samanci,https://www.law.columbia.edu/faculty/oguzhan-samanci,,https://www.law.columbia.edu/faculty/oguzhan-samanci
Karen M. Sandler,https://www.law.columbia.edu/faculty/karen-m-sandler,,https://www.law.columbia.edu/faculty/karen-m-sandler
Carol Sanger,https://www.law.columbia.edu/faculty/carol-sanger,,https://www.law.columbia.edu/faculty/carol-sanger
Morgan E Saunders,https://www.law.columbia.edu/faculty/morgan-e-saunders,,https://www.law.columbia.edu/faculty/morgan-e-saunders
William Savitt,https://www.law.columbia.edu/faculty/william-savitt,,https://www.law.columbia.edu/faculty/william-savitt
Ari Savitzky,https://www.law.columbia.edu/faculty/ari-savitzky,,https://www.law.columbia.edu/faculty/ari-savitzky
Jacqueline Schafer,https://www.law.columbia.edu/faculty/jacqueline-schafer,,https://www.law.columbia.edu/faculty/jacqueline-schafer
Barbara A. Schatz,https://www.law.columbia.edu/faculty/barbara-schatz,,https://www.law.columbia.edu/faculty/barbara-schatz
Ben A. Schatz,https://www.law.columbia.edu/faculty/ben-schatz,,https://www.law.columbia.edu/faculty/ben-schatz
Ann Scherzer,https://www.law.columbia.edu/faculty/ann-scherzer,,https://www.law.columbia.edu/faculty/ann-scherzer
David M. Schizer,https://www.law.columbia.edu/faculty/david-m-schizer,,https://www.law.columbia.edu/faculty/david-m-schizer
Olivia Smith Schlinck,https://www.law.columbia.edu/faculty/olivia-s-schlinck,,https://www.law.columbia.edu/faculty/olivia-s-schlinck
Daniella Schmidt,https://www.law.columbia.edu/faculty/daniella-schmidt,,https://www.law.columbia.edu/faculty/daniella-schmidt
Thomas P. Schmidt,https://www.law.columbia.edu/faculty/thomas-p-schmidt,,https://www.law.columbia.edu/faculty/thomas-p-schmidt
Jacob Schneider,https://www.law.columbia.edu/faculty/jacob-schneider,,https://www.law.columbia.edu/faculty/jacob-schneider
Elizabeth Scott,https://www.law.columbia.edu/faculty/elizabeth-scott,,https://www.law.columbia.edu/faculty/elizabeth-scott
Robert Scott,https://www.law.columbia.edu/faculty/robert-scott,,https://www.law.columbia.edu/faculty/robert-scott
Robert Scott Walker,https://www.law.columbia.edu/faculty/robert-scott-walker,,https://www.law.columbia.edu/faculty/robert-scott-walker
Cathy Seibel,https://www.law.columbia.edu/faculty/cathy-seibel,,https://www.law.columbia.edu/faculty/cathy-seibel
Amanda Sen Villalobos,https://www.law.columbia.edu/faculty/amanda-sen-villalobos,,https://www.law.columbia.edu/faculty/amanda-sen-villalobos
Jeffrey Senger,https://www.law.columbia.edu/faculty/jeffrey-senger,,https://www.law.columbia.edu/faculty/jeffrey-senger
Amy Sennett,https://www.law.columbia.edu/faculty/amy-sennett,,https://www.law.columbia.edu/faculty/amy-sennett
Hina Shamsi,https://www.law.columbia.edu/faculty/hina-shamsi,,https://www.law.columbia.edu/faculty/hina-shamsi
Steven Shapiro,https://www.law.columbia.edu/faculty/steven-shapiro,,https://www.law.columbia.edu/faculty/steven-shapiro
William Sharon,https://www.law.columbia.edu/faculty/william-sharon,,https://www.law.columbia.edu/faculty/william-sharon
Kelly A. Shaw,https://www.law.columbia.edu/faculty/kelly-shaw,,https://www.law.columbia.edu/faculty/kelly-shaw
Edward Sherwin,https://www.law.columbia.edu/faculty/edward-sherwin,,https://www.law.columbia.edu/faculty/edward-sherwin
Xiaowei Shi,https://www.law.columbia.edu/faculty/xiaowei-shi,,https://www.law.columbia.edu/faculty/xiaowei-shi
Sarah Siegel,https://www.law.columbia.edu/faculty/sarah-siegel,,https://www.law.columbia.edu/faculty/sarah-siegel
Teri Silvers,https://www.law.columbia.edu/faculty/teri-silvers,,https://www.law.columbia.edu/faculty/teri-silvers
